timestamp,packet_size,duration,src_bytes,dst_bytes,protocol_type,flag,src_port,dst_port,packet_rate,error_rate,label
2025-11-17 04:37:23.823860,480.9901206623176,0.02312327211280238,134.4257045235529,244.48337329920537,2,2,606,65085,2.7999272995299167,10.0,1
2025-11-17 04:37:33.823859,575.1703707734571,0.016946144073799307,315.6709852726434,10.0,2,1,297,52852,1.8127986308915236,10.009480445261142,1
2025-11-17 04:37:43.823857,459.93515843317306,0.20541463479436156,299.89364865930185,212.03305877116387,1,4,606,54281,0.8852767440449916,14.111864811883507,1
2025-11-17 04:37:53.823856,537.4205894424239,0.037305906528540905,243.14089669663247,274.49533884003444,1,2,314,62499,2.616595386114557,14.214493850052458,1
2025-11-17 04:38:03.823854,452.7356306114323,0.06725362452151995,219.50736786657282,286.25709140489516,1,3,934,27362,1.8816583761261783,12.393319287664237,1
2025-11-17 04:38:13.823852,524.8480532918435,0.1853179930629568,259.034289701423,193.80369927647243,0,5,286,15526,0.6101352590984706,20.168146013894557,1
2025-11-17 04:38:23.823851,455.27382853424183,0.05784096861832575,82.33628142205774,178.830041016094,1,4,670,20194,2.21114021307696,11.882204723504298,1
2025-11-17 04:38:33.823850,483.50952333784693,0.01,332.85927366711167,93.49589960073865,1,5,343,63685,1.2119783812243443,20.745140314991467,1
2025-11-17 04:38:43.823848,472.92943860875715,0.12375469812484008,299.7619762807898,260.7271615407699,2,2,596,34714,3.8329505259537546,19.80750047151984,1
2025-11-17 04:38:53.823847,392.21968101226645,0.10824438548897873,247.91682103198394,96.76023503668209,1,5,588,33507,2.4371130079207326,20.171800490072798,1
2025-11-17 04:39:03.823845,403.4732060214451,0.028610507035778755,10.0,327.17061892697046,0,4,134,31246,1.581464266660512,15.024552792817767,1
2025-11-17 04:39:13.823844,519.7583721134571,0.08727063230830645,318.5234699885164,253.14047812008673,1,0,14,13142,2.6120825008037825,19.260870906609526,1
2025-11-17 04:39:23.823842,668.5689617026093,0.18244721848531945,347.3949701226409,250.86697666458673,0,4,50,23513,3.753825244849748,18.29670497534556,1
2025-11-17 04:39:33.823841,535.4730302409741,0.21347219193308054,158.88728437706106,187.2049049928011,1,1,793,54619,0.7338089803871739,18.89593788500402,1
2025-11-17 04:39:43.823839,599.8435076165956,0.1543148858418697,361.71268412679774,20.05680644244842,2,3,879,62145,1.509821491862999,11.84500322053016,1
2025-11-17 04:39:53.823838,371.70933504415933,0.07075379987338316,61.251103560822855,264.645144964622,2,4,620,39276,2.376354888611891,11.96857004935377,1
2025-11-17 04:40:03.823836,538.9850035508713,0.03217598567259863,377.64511308092665,271.24770346168043,1,2,111,21347,2.0967364327380142,23.8551057519903,1
2025-11-17 04:40:13.823835,462.1606912252559,0.1028708970713578,207.8873023238061,305.37490054784394,1,3,851,11811,2.0740040119428653,12.039429034051508,1
2025-11-17 04:40:23.823834,439.7781231050059,0.028564218698921465,318.6691382603047,298.99589256808855,1,2,898,21123,1.779099749078893,27.163181620108773,1
2025-11-17 04:40:33.823832,525.4588975937779,0.26962667902678933,174.97176668808004,384.5645569274315,2,2,286,10291,1.473375053019436,11.55931468924205,1
2025-11-17 04:40:43.823831,638.0109532395487,0.03710348940305108,287.74485220756674,265.7212503584847,0,0,408,25600,4.533339000697843,10.0,1
2025-11-17 04:40:53.823829,388.9946972587536,0.04124075074601052,152.1734964342484,72.48762445088148,0,3,653,63916,3.4011040654640814,13.68546401062517,1
2025-11-17 04:41:03.823828,532.2390457309134,0.12172001763050927,168.7482120865136,159.65534092856748,2,2,890,54540,2.260171890336454,23.933777244151614,1
2025-11-17 04:41:13.823826,528.6967279107854,0.010314676212039478,29.33304226252517,201.84046234194585,0,0,828,11603,1.9853062469744402,20.981487719215693,1
2025-11-17 04:41:23.823825,524.7734552944299,0.17539062908799793,221.26460761973402,13.118268712846373,1,5,478,21286,3.214508011777804,11.832732790581503,1
2025-11-17 04:41:33.823824,461.5305310254454,0.059948806881675754,95.73177237039079,241.3435388718093,2,3,146,12270,1.661743355752923,18.424210970527955,1
2025-11-17 04:41:43.823822,592.5954079731474,0.0538526045942904,10.0,175.7076553823519,2,3,661,24040,1.740238344712324,11.334985404438171,1
2025-11-17 04:41:53.823821,705.4625296737361,0.05008546787904026,265.6447186910468,274.5372292001798,1,3,756,63598,2.723582285910057,23.155575487277915,1
2025-11-17 04:42:03.823820,665.1482897521628,0.01,149.50851577057722,190.37495337359815,0,2,463,51473,2.8108617160332248,15.23239334602394,1
2025-11-17 04:42:13.823818,508.1595664330913,0.01736277763555445,128.8963229544849,81.57627279441249,2,2,377,45930,1.5229942816786435,14.499402990193762,1
2025-11-17 04:42:23.823817,424.25114278050404,0.154432294455223,210.15853581730408,146.88790616710781,0,3,416,9659,3.2236068834576264,21.05774128455881,1
2025-11-17 04:42:33.823815,716.9268108036714,0.034290520584813494,352.0985240254101,236.261006061518,1,3,193,11793,3.7616750951939784,11.109092608122502,1
2025-11-17 04:42:43.823814,373.054649025721,0.02362117627582546,231.07534317277182,197.52643753101663,2,3,346,37022,1.8851675749137788,17.508198411304292,1
2025-11-17 04:42:53.823813,574.8610899084597,0.01,161.0398768546069,190.82893171298696,1,3,602,25226,2.7463830809835645,10.0,1
2025-11-17 04:43:03.823811,110.65297752963728,0.01,134.99461229365593,385.6731604188147,0,3,359,10977,2.4613635210800933,17.123996567383927,1
2025-11-17 04:43:13.823810,110.87659412806477,0.09226254793995313,219.6827221979218,313.55065261031916,1,4,444,31792,2.787931252496053,10.144965882946805,1
2025-11-17 04:43:23.823808,108.01153542855573,0.11107954250393662,82.59575403785047,255.9951427319347,0,4,122,20218,2.807725728355048,25.46697862524963,1
2025-11-17 04:43:33.823806,135.92136658503364,0.09266330926379054,193.01751762343955,179.6217478590094,0,2,358,20274,1.5711365993027324,20.69359033928049,1
2025-11-17 04:43:43.823805,97.8510185448764,0.01,385.00473300507014,125.86966310627474,2,2,945,45367,2.0242545538869914,13.60785257738263,1
2025-11-17 04:43:53.823804,97.33239331602347,0.025578900564647174,101.97265039851719,10.0,2,2,336,55800,1.0308492672606735,14.788704219531514,1
2025-11-17 04:44:03.823802,84.53905626446314,0.025796788318225558,152.63602495873107,353.6686415622371,2,4,590,59243,2.5064552465077625,20.415253277767913,1
2025-11-17 04:44:13.823801,111.34138437571178,0.01692180394103029,162.79222392988856,145.75006936122716,2,1,462,54629,3.518322824567314,14.279572147737529,1
2025-11-17 04:44:23.823799,108.04597711376763,0.3322674623667079,312.167631931437,163.63804428670284,2,3,49,32288,0.13007270495191725,16.053425941477393,1
2025-11-17 04:44:33.823797,152.29597870723538,0.13072099979864635,199.9930145245871,247.07904439669704,0,4,821,37175,3.4433000101297884,19.990582443580603,1
2025-11-17 04:44:43.823796,79.15703400382193,0.04423621644914419,288.2026540708549,245.10648816375567,1,5,566,30751,0.8114025975323655,22.149638951660446,1
2025-11-17 04:44:53.823794,120.94136632726702,0.018921381594134902,200.46328147038773,207.0486092258917,2,4,845,27447,1.774604717837677,10.0,1
2025-11-17 04:45:03.823793,89.33911129226607,0.3859888298434529,207.65052718392883,266.0095460530379,2,4,23,8151,2.7381939592582714,18.607179536720423,1
2025-11-17 04:45:13.823792,112.64790357940609,0.06245772661143251,406.4550551576234,278.18212109654564,0,3,33,17191,1.588918382321516,11.472840019608832,1
2025-11-17 04:45:23.823790,64.0,0.04515716797198281,141.55148856421954,139.8705716964834,2,4,255,25175,1.8898684242173098,12.875365822215201,1
2025-11-17 04:45:33.823789,126.74630362730012,0.03349278002615191,140.14127958980342,136.6755840395812,1,3,245,36840,2.5511767023571394,12.667842938193637,1
2025-11-17 04:45:43.823788,67.38357185586179,0.1785208622323242,107.50135613420298,69.95753341947525,2,3,108,11890,2.188486380760421,14.619363884655458,1
2025-11-17 04:45:53.823786,80.69778135434633,0.3384336510369214,176.20796715569546,221.3623717586657,2,4,968,27017,2.285871785370116,10.0,1
2025-11-17 04:46:03.823785,105.16851541576698,0.0674614966447417,293.84770550860424,117.12619905587171,0,3,738,60449,2.6847193878884177,11.588271800603671,1
2025-11-17 04:46:13.823784,118.84038314083065,0.029326793008780133,205.3887421891022,59.15351690847487,1,4,792,64307,3.44841167012239,18.24804720049281,1
2025-11-17 04:46:23.823782,86.83253572747176,0.024519443741105533,264.857767260271,106.57576429000099,0,5,875,19755,1.9488827365233614,21.465890427641114,1
2025-11-17 04:46:33.823781,72.01644837545535,0.03230828004195138,128.85392061417468,270.7454835552901,1,3,552,19412,1.0355537296025341,10.0,1
2025-11-17 04:46:43.823779,120.37381700848815,0.10280856701874862,312.9850592330795,206.8120440713614,1,4,440,46289,1.143543347754239,17.99519789867169,1
2025-11-17 04:46:53.823777,98.52140166530391,0.02783503599062013,72.0953748923379,250.4781118239167,2,2,821,14004,2.130981129197036,17.18076490754018,1
2025-11-17 04:47:03.823776,79.04752604459662,0.024684769158147612,167.8736330739924,228.98057419983937,2,3,561,47142,1.2164149425162176,21.89245111076365,1
2025-11-17 04:47:13.823775,126.01583798497114,25.93327452067174,34428.05557061278,52523.993796287585,2,4,560,44868,316.08296108283935,10.0,1
2025-11-17 04:47:23.823773,115.40912382854593,10.0,30000.0,48619.73835269474,2,2,725,32310,440.86953611210544,14.111875206783395,1
2025-11-17 04:47:33.823772,133.34770435885196,10.0,30000.0,47253.29831984233,0,3,497,16159,512.8451067246293,10.0,1
2025-11-17 04:47:43.823770,110.97889035533106,47.74742123491401,30643.444576682035,38782.26873306828,1,5,9,39419,646.7783305371241,10.0,1
2025-11-17 04:47:53.823769,83.89402428824,10.0,51898.76171681861,30000.0,0,4,594,17428,545.8554974018921,10.0,1
2025-11-17 04:48:03.823768,80.78541472384649,13.283239902312982,65262.64180124968,32597.706128199654,1,3,908,24212,349.2791434143765,18.37875940754602,1
2025-11-17 04:48:13.823766,93.05418523693284,10.0,33187.131531559746,34622.70249499545,2,0,492,35476,305.86631619281445,16.688062962775927,1
2025-11-17 04:48:23.823765,118.04154046791152,10.0,30000.0,56649.90700082699,0,3,858,43453,537.484807833282,10.0,1
2025-11-17 04:48:33.823764,101.33696499282057,10.0,40423.12061052587,46260.136043956714,0,3,525,26799,578.2703938601851,15.26341227155041,1
2025-11-17 04:48:43.823762,69.78144540252632,44.95674504593025,30000.0,46409.50608333397,2,0,511,40782,684.3925742515286,10.0,1
2025-11-17 04:48:53.823761,76.6935033627455,11.826931353584074,30000.0,32963.02453804657,1,1,351,54612,530.6131189004996,18.89313682321079,1
2025-11-17 04:49:03.823759,98.60379219644626,58.99437969322373,53405.439786485476,51948.28994627055,2,3,428,61930,530.722104429569,14.348193595103258,1
2025-11-17 04:49:13.823758,84.20962321779373,45.09718960739246,50794.13013957541,30000.0,2,0,307,43560,666.675312854367,16.3483389449364,1
2025-11-17 04:49:23.823756,99.9863718111361,10.0,66652.8782770926,46923.145736406994,1,0,338,31765,488.35951005388995,10.008534708394652,1
2025-11-17 04:49:33.823755,105.914512525415,14.341540421688922,45171.90530383379,59233.7187972981,0,1,297,35503,738.3457036646865,15.715501038215496,1
2025-11-17 04:49:43.823754,72.0204982263358,10.0,53628.54699120787,30000.0,2,2,590,30025,421.7242991120623,17.396250479483626,1
2025-11-17 04:49:53.823752,113.00038212236339,10.0,30000.0,30000.0,2,4,317,11071,700.0107691885335,25.20595251597043,1
2025-11-17 04:50:03.823751,109.44176701261264,10.0,33792.81876957402,35559.83022889063,2,2,834,13922,561.9898473766232,21.242340197113794,1
2025-11-17 04:50:13.823749,96.958734366775,13.152078091852196,38768.90136469069,30647.372047019817,2,3,762,40400,308.666774985107,23.848953664185554,1
2025-11-17 04:50:23.823748,99.26939300635712,12.724166616358259,42466.778965327576,50976.72105680268,1,3,454,21057,463.60884361725215,13.953676441677954,1
2025-11-17 04:50:33.823747,129.90248820392952,26.755981404826194,30602.028888068686,39504.036388179586,0,3,286,28875,439.20067028317527,10.0,1
2025-11-17 04:50:43.823745,116.53294893074145,10.0,49014.34165135367,42002.618715365075,0,3,963,33714,511.139085350496,12.65576197969088,1
2025-11-17 04:50:53.823743,104.17908904266308,18.590099531283617,36572.41506913171,57139.258004269934,1,3,511,34265,684.2000149534431,10.0,1
2025-11-17 04:51:03.823742,135.11224770202892,10.0,30000.0,46525.73125454545,0,3,792,32451,300.0,14.143583377679064,1
2025-11-17 04:51:13.823741,109.0772031391072,15.227751723218914,33374.55899725458,50477.61241387419,2,3,651,41948,347.95374175291136,23.80835116068439,1
2025-11-17 04:51:23.823739,1335.8261964682733,10.495445724561185,37519.04968127337,36574.72961712606,0,4,736,14337,436.9179006092558,14.14006752295911,1
2025-11-17 04:51:33.823738,1357.716685364209,10.0,47878.96024158896,52136.36991716765,0,3,271,41293,602.7045852177761,16.072144652062235,1
2025-11-17 04:51:43.823737,1447.0510457687108,10.0,42251.03659174079,36846.84836405192,1,3,775,24482,573.6078756044877,10.362449076450702,1
2025-11-17 04:51:53.823735,1387.2990130491512,10.0,44768.62584882057,31494.841414267103,2,2,614,10606,335.03870705663866,19.072333663742533,1
2025-11-17 04:52:03.823734,1479.4938445121468,10.0,46141.92156241985,35026.63126624198,2,0,406,19050,373.74754059472264,10.0,1
2025-11-17 04:52:13.823733,1398.0638183486883,20.9743878183168,39710.52685188787,44172.95730912506,2,3,220,11970,510.839824808821,12.998593643985325,1
2025-11-17 04:52:23.823731,1338.252828566465,10.0,70934.29530670906,55392.824943448235,2,4,28,30123,399.54911690671764,23.302134267466737,1
2025-11-17 04:52:33.823730,1359.2330945081178,10.0,50936.904388493116,47290.3598557272,1,3,401,14414,531.1015074378191,12.82983868115494,1
2025-11-17 04:52:43.823729,1404.335933337798,16.67525598533163,37012.30277434942,30000.0,1,3,36,15038,420.4575208245194,10.0,1
2025-11-17 04:52:53.823728,1356.651462508599,17.508226634411457,51892.93078288765,30000.0,1,3,247,45544,386.80665324056673,13.97945436753279,1
2025-11-17 04:53:03.823726,1400.9287972581487,10.0,40290.94673412295,49811.88827822438,2,0,611,8005,558.7097926300296,17.199757017015553,1
2025-11-17 04:53:13.823725,1396.5530101897623,10.0,30000.0,41922.226805473045,0,3,565,47520,517.1409795903505,10.0,1
2025-11-17 04:53:23.823724,1368.302007065431,10.0,42733.66852785388,51257.706161287504,1,3,450,24126,574.8195784394147,16.623183952147013,1
2025-11-17 04:53:33.823722,1496.7623701521563,15.55618998942702,33382.001547189946,39237.29588977933,1,4,1014,27547,603.5732466972942,17.239653366896952,1
2025-11-17 04:53:43.823721,1345.1613528272408,13.516368759463031,45620.62752125228,48831.14551658483,2,4,780,45780,425.1789685037525,11.915836995114162,1
2025-11-17 04:53:53.823719,1500.0,10.0,34087.50440630634,53162.67551499968,2,3,1023,46523,371.3916450040051,11.802969820627393,1
2025-11-17 04:54:03.823718,1371.0493152592364,10.0,44298.361510480885,40135.73659384205,0,1,333,19663,435.21826987719106,10.0,1
2025-11-17 04:54:13.823716,1500.0,10.0,52646.56907022541,30000.0,1,3,267,13413,498.1643775806263,19.085183431295956,1
2025-11-17 04:54:23.823715,1480.3286929037345,19.369843070143407,44341.29425055923,36290.76488850199,2,2,646,57613,444.93148734841606,10.0,1
2025-11-17 04:54:33.823713,1461.1099078777886,10.0,37643.09616939838,46782.86870707175,1,2,415,8440,324.84972961796495,25.59620193614475,1
2025-11-17 04:54:43.823712,1422.4410045535406,27.05503305914361,50348.09843388086,30000.0,2,3,267,11465,430.543305463623,27.70670516015263,1
2025-11-17 04:54:53.823710,1421.7856320224837,10.0,30000.0,48237.01297377111,2,3,599,39781,540.3976765055465,10.0,1
2025-11-17 04:55:03.823709,1448.9146984480979,19.1791805527957,53371.77166354999,40442.996613952775,2,3,310,63373,539.412889589211,23.304959520703115,1
2025-11-17 04:55:13.823708,1401.6642913928674,18.85864326017121,36783.909124689846,37711.72694143359,0,3,718,28128,534.1559473447963,10.0,1
2025-11-17 04:55:23.823706,1406.0879305154715,10.0,30000.0,31412.334911270264,2,1,670,44000,586.8211618385556,18.537932287427804,1
2025-11-17 04:55:33.823705,1401.8483760274555,10.0,51287.067208503206,30000.0,2,3,756,52322,760.4158353245616,14.447335462566057,1
2025-11-17 04:55:43.823703,1436.3080579951773,10.0,39415.71456745646,30000.0,0,4,23,36390,445.32158440842903,20.77445571317697,1
2025-11-17 04:55:53.823702,1361.3475387493975,10.0,48395.773748118314,33581.37143946973,1,4,774,9938,617.0260831368088,10.0,1
2025-11-17 04:56:03.823701,1345.8957870836232,16.261355778303315,34280.52359415124,44728.83135162739,2,4,837,61367,310.9893527346246,16.5625993988861,1
2025-11-17 04:56:13.823699,1434.2451928249784,10.0,30000.0,39662.93905337476,0,4,328,17117,390.3800476432478,16.646129334551567,1
2025-11-17 04:56:23.823698,1411.698007649244,69.34358851729291,50224.3593192816,32822.63295952395,2,0,217,26909,502.42402426254773,15.910530160286633,1
2025-11-17 04:56:33.823696,1395.3486461103462,10.0,30000.0,47534.6996176888,2,2,929,12870,545.5066153534757,17.216454633037127,1
2025-11-17 04:56:43.823695,1470.9885276949449,26.161085967686507,30000.0,36022.38108653149,1,4,77,30467,839.81273176629,19.84340945815611,1
2025-11-17 04:56:53.823693,1416.5033905400257,16.776298631776953,30000.0,31605.676019737402,2,5,409,14565,571.6330984288281,14.695341824263577,1
2025-11-17 04:57:03.823692,1367.0869928638385,10.0,51385.03639593696,38962.65763798642,1,2,980,52837,495.93869786793186,10.0,1
2025-11-17 04:57:13.823690,1427.1767113732956,10.0,38971.25353873921,58478.31028867625,0,2,26,15975,484.9747975983343,17.473750562676003,1
2025-11-17 04:57:23.823689,1363.7242225759842,10.0,35449.5337933258,40902.81337752676,1,0,337,59993,473.08644484087574,19.12591862276684,1
2025-11-17 04:57:33.823688,1306.0638020161007,10.0,33828.20853989268,35069.63327372935,2,3,695,25269,336.4321030999778,19.05665159460709,1
2025-11-17 04:57:43.823686,1362.6863489184448,32.78036096101397,38455.58130741228,38588.549865137094,1,4,847,25509,701.0268379836554,17.758261342895374,1
2025-11-17 04:57:53.823685,1441.4319689712438,23.60219502312919,30000.0,40881.35271147022,0,3,570,35460,472.73395597750834,14.663471650161423,1
2025-11-17 04:58:03.823683,1463.595439036908,10.0,47011.09124798477,53424.93806666725,2,3,1018,36290,653.653415631817,10.0,1
2025-11-17 04:58:13.823681,1364.654010704702,10.0,33373.236990084166,52431.55411862407,2,1,240,15704,424.81224744124927,10.0,1
2025-11-17 04:58:23.823679,1371.3147865055187,12.404725430845172,48901.75542720474,34578.03178150923,1,3,348,24891,543.0567384061908,18.583528411193548,1
2025-11-17 04:58:33.823677,1431.0606149487253,13.793823352035197,40434.76301034899,39192.18058271385,2,1,502,52440,558.5538258338495,10.859864104061707,1
2025-11-17 04:58:43.823675,1418.6716586380396,10.0,44741.82981090681,35434.7823823189,1,2,513,27623,395.2850172220043,20.94709142231738,1
2025-11-17 04:58:53.823674,1432.4153021350605,53.722790903159726,32090.85940003396,39119.27850902988,0,3,405,13069,630.4066463348837,28.268624376831752,1
2025-11-17 04:59:03.823672,1458.0147064960022,10.0,31032.25886195784,41002.41964811977,2,3,746,54458,505.19920321746446,15.629807074393195,1
2025-11-17 04:59:13.823670,1382.8785703302715,18.787755416128093,47388.89702442473,30000.0,1,0,305,35603,300.0,10.0,1
2025-11-17 04:59:23.823669,1313.795181920341,10.0,59748.00799653343,59646.544124099644,1,4,628,31606,410.7515980867396,17.25498685216307,1
2025-11-17 04:59:33.823664,1412.8098123096524,10.0,33320.30661928865,43618.56865648856,1,1,475,17408,361.14897510827586,19.96438734094344,1
2025-11-17 04:59:43.823058,458.9003044998182,1.4565916664303762,5612.979217221006,5676.837978977763,0,3,48732,443,54.817280002652836,0.4328422302147425,0
2025-11-17 04:59:53.823057,448.2260015748684,3.1081479929471953,2335.64715065252,6350.597882592596,1,0,27763,80,43.92530097496591,0.09836779373303528,0
2025-11-17 05:00:03.823057,757.5300139910894,2.4598187680415684,5215.082701013376,6245.287717793915,0,0,46754,443,89.58963303743269,0.33692994792602504,0
2025-11-17 05:00:13.823056,540.9168643907818,3.0732763787940165,4446.084291130695,3841.0108320937643,0,0,22249,80,34.007171810948265,0.3811366963935679,0
2025-11-17 05:00:23.823055,561.2451264008149,0.8136470167205098,5391.875796850784,3984.507292312203,1,1,8661,22,62.10754273689834,0.8704551613203613,0
2025-11-17 05:00:33.823054,528.6452208213057,0.12067005215011521,6817.915978079601,3571.5254288918045,0,2,60298,443,90.26984508583978,0.5146619645583249,0
2025-11-17 05:00:43.823053,550.2409746184051,0.16037837492673826,2951.0664331991984,6918.29871997009,0,0,49825,80,42.453959006673614,0.48734332514912665,0
2025-11-17 05:00:53.823053,399.72779784377013,1.379329232519219,6025.353984800717,5333.434783701281,0,3,43988,22,45.42605721380652,0.4281925069811751,0
2025-11-17 05:01:03.823052,579.4819492166604,3.486503377622462,5925.508924365046,5638.167296276259,0,3,64406,22,48.29166210849466,0.3919828332276985,0
2025-11-17 05:01:13.823051,507.0536290347567,0.6289303722524986,6589.904576069933,5277.763305244871,1,1,7878,443,49.41313049669971,0.24995437272586069,0
2025-11-17 05:01:23.823050,490.6011155774491,3.2693986202319856,4411.981040121305,5655.969780558441,0,0,11643,80,67.86869446086016,0.1874559895986206,0
2025-11-17 05:01:33.823049,610.4322398476584,2.256914115647508,6040.218367870991,4441.521420593116,1,0,45031,25,55.19173179732424,0.6130654109896798,0
2025-11-17 05:01:43.823048,412.1645959261209,1.8500962654148234,3705.836353935319,2175.274687912124,0,0,54939,80,66.6575921296498,0.7164756433057369,0
2025-11-17 05:01:53.823048,667.0500492814077,1.644963786201368,4281.743815987394,6069.068043291997,2,1,2410,443,37.020741914108264,0.26754095412860474,0
2025-11-17 05:02:03.823047,535.421473253652,1.6487206412057611,6645.729067630544,2179.9849491383543,0,0,6456,443,46.83053574442363,0.39634358772463313,0
2025-11-17 05:02:13.823046,508.5315112613219,1.7349239341762885,1769.9856201931334,2697.4396287014606,1,3,22347,80,18.990276699145348,0.010333177782644143,0
2025-11-17 05:02:23.823045,435.2202434895872,0.13410435702136372,4210.9477359986295,4073.537484599455,0,1,1579,21,55.630210453100304,0.5741255561298882,0
2025-11-17 05:02:33.823045,411.5859233247932,2.0562639929492894,5738.028271989198,8422.477754808264,0,0,19729,80,38.586861857420075,1.5666851388659828,0
2025-11-17 05:02:43.823044,420.1348053515802,1.3115983237872229,5631.4594165840845,6068.483239370244,0,1,17728,53,32.03018590883033,0.8875035084076826,0
2025-11-17 05:02:53.823043,377.5549488965723,1.7744459787556734,6048.242630303802,4385.470111055754,0,0,36887,25,57.52341638538836,0.4416561219354653,0
2025-11-17 05:03:03.823042,483.82153911394926,0.19520501797971207,4009.5182907898293,7744.43030257413,1,1,59125,21,57.63708189697812,0.2610137360563028,0
2025-11-17 05:03:13.823041,469.98131829041426,3.1616749762215917,5010.594737942265,6339.430805163154,0,5,4309,443,48.80917040333139,0.036107726243344684,0
2025-11-17 05:03:23.823039,459.71399728467316,0.8785392234594991,5074.66053077144,6340.546534083666,0,4,10954,443,70.53993353300316,1.1606511399701114,0
2025-11-17 05:03:33.823038,669.9572145730713,1.9330078377851705,5750.998582071815,3204.817030360533,0,1,10190,80,41.10869706921346,0.660634638525575,0
2025-11-17 05:03:43.823036,657.3384477117701,0.1,5862.807524159849,6995.86235605856,0,1,51246,22,40.89117423809319,0.29807226824657196,0
2025-11-17 05:03:53.823035,467.4497478599228,2.3789445375116887,6335.5747452796795,3829.701306323806,0,0,8871,80,61.09019057340632,0.7313338420408854,0
2025-11-17 05:04:03.823034,475.7161439560341,1.0641728863006745,4464.456198790086,4503.8161635086635,0,5,2337,80,54.718663211189174,0.0,0
2025-11-17 05:04:13.823032,741.889812361925,0.9936011989118629,2723.189379978786,3344.4952572044463,0,2,27493,443,42.65232071818264,0.3469448341904472,0
2025-11-17 05:04:23.823031,652.9347440185579,1.7981020573572335,4892.6011222129,5783.213818900904,0,0,64791,22,61.958136793959085,1.011899185861595,0
2025-11-17 05:04:33.823030,460.2711549899628,4.346551358926028,4559.0495785037265,6467.633168042053,0,2,21367,80,47.37451192559785,0.8760650499492104,0
2025-11-17 05:04:43.823029,618.5480375065351,2.5607787424898194,6273.653166114716,5773.442132665935,0,0,58596,443,37.81355463343771,0.03120291496550026,0
2025-11-17 05:04:53.823028,520.2283989275425,1.190628121020739,6043.306636348666,6462.968687716968,0,0,12119,22,44.004838576659395,0.5995354403606847,0
2025-11-17 05:05:03.823026,600.9630795623438,0.9187115365375602,4419.350446288398,4247.896779671545,0,0,61265,21,27.47704215018201,0.6973151077921849,0
2025-11-17 05:05:13.823025,538.7050265869259,11.217492461418113,3362.4486857910288,2799.8222140764847,0,1,41242,80,55.09556046975001,0.4423862598130734,0
2025-11-17 05:05:23.823024,363.44396269630283,4.185471224353278,6003.112483388769,3871.3471439704476,1,1,28933,22,30.099582048833337,0.24711854214026358,0
2025-11-17 05:05:33.823023,615.1844539468635,0.7294263726977145,4991.60597175643,3496.674471609913,0,1,39255,80,40.26008411456205,0.6502313882360629,0
2025-11-17 05:05:43.823021,531.6554776511574,0.3224232166702378,7511.738650021306,6164.041870765213,0,0,15730,21,58.300736694525455,0.5974953723730236,0
